DELITO,CLASIFICACION DEL DELITO,COLONIA DEL HECHO,FECHA DE REGISTRO DEL DELITO,FECHA DEL HECHO DEL DELITO,HORA DEL HECHO DEL DELITO,MUNICIPIO
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,BUENOS AIRES SUR,12/03/19,11/03/19,16:55,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),FRACC NATURA,23/04/19,23/04/19,16:55,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,ZONA CENTRO,25/05/19,25/05/19,16:55,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),PRESIDENTES ,01/06/19,01/06/19,16:55,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,LOMAS CONJUNTO RESIDENCIAL,07/06/19,07/06/19,16:55,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,EJIDO LAZARO CARDENAS,21/07/19,20/07/19,16:55,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,TERRAZAS DE SAN BERNARDO,18/07/19,18/07/19,16:55,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),SANCHEZ TABOADA II,28/10/19,28/10/19,16:55,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,EJIDO FRANCISCO VILLA,17/10/19,16/10/19,16:55,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EL LAGO,08/10/19,08/10/19,16:55,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,CHULA VISTA,30/11/19,29/11/19,16:55,TIJUANA
LESIONES CULPOSAS,LESIONES CULPOSAS,TOMAS AQUINO,04/07/19,04/07/19,16:56,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,CCC,13/09/19,13/09/19,16:56,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,SECCION JARDINES PLAYAS DE TIJUANA,11/02/19,04/02/19,16:57,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,EJIDO FRANCISCO VILLA,30/04/19,18/04/19,16:57,TIJUANA
LESIONES CULPOSAS,LESIONES CULPOSAS,LA GLORIA,25/05/19,25/05/19,16:57,TIJUANA
ROBO CALIFICADO A LUGAR CERRADO,OTROS ROBOS SIN VIOLENCIA,ZERMENO (MERIDA),15/07/19,12/07/19,16:57,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,COLINAS DEL MARIANO,23/08/19,19/08/19,16:57,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),NUEVO MILENIO ,09/08/19,09/08/19,16:57,TIJUANA
LESIONES CULPOSAS,LESIONES CULPOSAS,LOMAS DEL MATAMOROS,07/12/19,07/12/19,16:57,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),FRACC HCDA LAS DELICIAS,15/01/19,15/01/19,16:58,TIJUANA
LESIONES CULPOSAS,LESIONES CULPOSAS,LIBERTAD,14/02/19,14/02/19,16:58,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,LAS BRISAS,16/07/19,13/07/19,16:58,TIJUANA
ROBO CON VIOLENCIA,OTROS ROBOS CON VIOLENCIA,EL PIPILA,14/01/19,31/12/18,16:59,TIJUANA
LESIONES CULPOSAS,LESIONES CULPOSAS,OTAY UNIVERSIDAD,13/03/19,13/03/19,16:59,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,LAS PLAZAS,11/06/19,04/06/19,16:59,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),EL LAUREL,29/11/19,29/11/19,16:59,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,LOMAS DE LA PRESA,01/01/19,31/12/18,17:00,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,EL RUBI,03/01/19,02/01/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,ZONA URBANA RIO TIJUANA,05/01/19,04/01/19,17:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,EJIDO VALLE DE LAS PALMAS,28/01/19,27/01/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,INFONAVIT LATINOS,07/01/19,05/01/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,FLORES MAGAÑON,22/01/19,20/01/19,17:00,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,EL DORADO RES,09/01/19,08/01/19,17:00,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,LAS BRISAS,10/01/19,10/01/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,ZONA URBANA RIO TIJUANA,11/01/19,09/01/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,CUESTA BLANCA,11/01/19,05/01/19,17:00,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),DIVINA PROVIDENCIA,13/05/19,10/05/19,17:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,LOS ALAMOS,15/01/19,11/12/18,17:00,TIJUANA
LESIONES CULPOSAS,LESIONES CULPOSAS,KILOMETRO 151+600 DE LA CARRETERA 1630 MEXICALI-TI,09/01/19,08/01/19,17:00,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),BUROCRATICA RUIZ CORTINEZ,16/01/19,16/01/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,LA JAUJA,04/01/19,04/01/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,LOS VENADOS,17/01/19,16/01/19,17:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,ANEXA 20 DE NOVIEMBRE,18/01/19,18/01/19,17:00,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),PORTICOS DE SANTA FE,17/02/19,17/02/19,17:00,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,EL REFUGIO,19/01/19,18/01/19,17:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,EJIDO FRANCISCO VILLA,20/01/19,19/01/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,CAMINO VERDE,21/01/19,19/01/19,17:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,GUAYCURA,21/01/19,17/01/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,SANTA CRUZ,22/01/19,21/01/19,17:00,TIJUANA
ROBO CALIFICADO A LUGAR CERRADO,OTROS ROBOS SIN VIOLENCIA,HACIENDA AGUA CALIENTE,23/01/19,23/01/19,17:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,CAMINO VERDE,24/01/19,23/01/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,QUINTA RES MONTECARLO,05/01/19,04/01/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EL LAGO,24/01/19,23/01/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,RES SANTA FE I,13/03/19,12/03/19,17:00,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),COLINAS DEL SOL,26/01/19,26/01/19,17:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,RINCON DORADO,28/01/19,27/01/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,CAMINO VERDE,29/01/19,28/01/19,17:00,TIJUANA
ROBO SIMPLE,OTROS ROBOS SIN VIOLENCIA,RES SANTA FE II,22/02/19,01/02/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,MADERO SUR,01/02/19,01/02/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,INSURGENTES,03/02/19,03/02/19,17:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,CAMINO VERDE,04/02/19,18/01/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EJIDO FRANCISCO VILLA,05/02/19,04/02/19,17:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,PRADERAS DE LA MESA,06/02/19,05/01/19,17:00,TIJUANA
ROBO SIMPLE,ROBO SIMPLE (EN VIA PUBLICA),FRANCISCO VILLA,07/02/19,31/01/19,17:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,ARBOLEDAS,07/02/19,03/02/19,17:00,TIJUANA
ROBO SIMPLE,ROBO SIMPLE (EN VIA PUBLICA),EL RUBI,13/02/19,12/02/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,AEROPUERTO,08/02/19,07/02/19,17:00,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,EL FLORIDO IV ,27/02/19,26/02/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EMILIANO ZAPATA,09/02/19,08/02/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,FRACC DEL VALLE,18/02/19,15/02/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,LAS CUMBRES,17/04/19,15/04/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,VILLA FONTANA I,11/02/19,09/02/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,GABRIEL RODRIGUEZ,13/02/19,12/02/19,17:00,TIJUANA
ROBO CON VIOLENCIA,OTROS ROBOS CON VIOLENCIA,ZONA URBANA RIO TIJUANA,13/02/19,04/02/19,17:00,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),ANEXA BUENA VISTA,14/02/19,12/02/19,17:00,TIJUANA
ROBO CON VIOLENCIA,OTROS ROBOS CON VIOLENCIA,OBRERA,15/04/19,14/04/19,17:00,TIJUANA
ROBO CON VIOLENCIA,OTROS ROBOS CON VIOLENCIA,EL FLORIDO PRIMERA Y SEGUNDA SECCION,15/02/19,15/02/19,17:00,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),EMPERADORES,16/02/19,16/02/19,17:00,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,LAS BRISAS,16/02/19,16/02/19,17:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,LOMAS DEL REFUGIO,23/02/19,21/02/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,TOMAS AQUINO,19/02/19,14/02/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,LAZARO CARDENAS,15/04/19,14/04/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,INFONAVIT LA MESA,22/02/19,21/02/19,17:00,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),ALEMAN,22/02/19,22/02/19,17:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,ZONA URBANA RIO TIJUANA,23/02/19,23/02/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,DEL RIO PARTE ALTA,26/02/19,25/02/19,17:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,LAS TORRES,26/02/19,12/02/19,17:00,TIJUANA
ROBO CALIFICADO DE DEPENDIENTE,OTROS ROBOS SIN VIOLENCIA,EJIDO CHILPANCINGO,26/02/19,25/02/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,JARDIN DORADO,26/02/19,25/02/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,POBLADO EJIDO MATAMOROS,26/02/19,22/02/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,VILLAFONTANA,14/02/19,14/02/19,17:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,HIDALGO,27/02/19,27/02/19,17:00,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),MARIANO MATAMOROS SUR,11/02/19,11/02/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,LA JOYA ESTE,22/03/19,22/03/19,17:00,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,LOS ANGELES,02/03/19,02/03/19,17:00,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,CAÑON DEL SAINZ,29/03/19,26/03/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,GUAYCURA,05/03/19,02/03/19,17:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,OBRERA,10/06/19,09/06/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,LA JOYA ESTE,12/03/19,11/03/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EL DORADO RES,06/03/19,03/02/19,17:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,EL FLORIDO PRIMERA Y SEGUNDA SECCION,10/03/19,09/03/19,17:00,TIJUANA
ROBO SIMPLE,OTROS ROBOS SIN VIOLENCIA,PATRIA NUEVA,07/03/19,07/03/19,17:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,CAMPESTRE MURUA,08/03/19,08/03/19,17:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,MORELOS,13/03/19,13/03/19,17:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,EJIDO MATAMOROS HOROSCOPO,15/03/19,15/03/19,17:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,FLORIDO HOROSCOPO,19/03/19,15/03/19,17:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,MURILIO MAGALLON,07/03/19,04/03/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,PRESA RODRIGUEZ,27/03/19,27/03/19,17:00,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),SANCHEZ TABOADA,16/03/19,16/03/19,17:00,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),ZONA URBANA RIO TIJUANA,16/03/19,15/03/19,17:00,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),INDEPENDENCIA,18/03/19,17/03/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,MESA DE OTAY -PARQUE DE LA AMISTAD-,31/03/19,30/03/19,17:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,EMPERADORES,22/03/19,20/03/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,CAMINO VERDE,22/03/19,22/03/19,17:00,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,AGUAJE DE LA TUNA PRIMERA SECCION,23/03/19,21/03/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,PLAYAS DE TIJUANA,09/01/19,10/12/18,17:00,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),TRES DE OCTUBRE,26/03/19,26/03/19,17:00,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),TERRAZAS DE SAN BERNARDO,27/03/19,05/03/19,17:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,TERRAZAS DEL RUBI,14/03/19,14/03/19,17:00,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,VILLA FONTANA,27/03/19,27/03/19,17:00,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,LOS REYES,29/03/19,17/03/19,17:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,XICOTENCATL LEYVA MORTERA,07/03/19,26/02/19,17:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,LOMA BONITA,01/04/19,31/03/19,17:00,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),OBRERA,04/09/19,03/09/19,17:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,CIUDAD INDUSTRIAL,02/04/19,01/04/19,17:00,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),LA GLORIA,03/04/19,02/04/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,LOMAS DEL MATAMOROS,21/04/19,20/04/19,17:00,TIJUANA
ROBO CON VIOLENCIA,OTROS ROBOS CON VIOLENCIA,COLINAS DE CHAPULTEPEC,23/04/19,23/04/19,17:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,TERRAZAS DE LA PRESA,08/04/19,07/04/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EL RUBI,10/04/19,08/04/19,17:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,CAMINO VERDE,15/04/19,14/04/19,17:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,HACIENDA EL COLORADO,08/04/19,05/04/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,SECCION COSTA DE ORO,10/01/19,24/12/18,17:00,TIJUANA
ROBO SIMPLE,ROBO SIMPLE (EN VIA PUBLICA),ZONA CENTRO,16/04/19,15/04/19,17:00,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,XICOTENCATL LEYVA  SAB,16/04/19,14/04/19,17:00,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,HUERTAS SECC II,24/05/19,18/05/19,17:00,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),ALAMAR,18/04/19,17/04/19,17:00,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,EMPLEADO POSTAL,19/04/19,19/04/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,JARDINES DEL RUBI,23/04/19,22/04/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EL RUBI,23/04/19,21/04/19,17:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,LIBERTAD PARTE BAJA,23/04/19,22/04/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,FLORIDO III ,08/04/19,05/04/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,FLORIDO III ,12/04/19,27/01/19,17:00,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),VILLA DEL ALAMO,24/04/19,24/04/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,PORTICOS DE SAN ANTONIO,27/04/19,26/04/19,17:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,PUERTA PLATA,28/04/19,27/04/19,17:00,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),OTAY UNIVERSIDAD,28/04/19,26/04/19,17:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,MARIANO MATAMOROS SUR,19/04/19,19/04/19,17:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,VALLECITOS MAJESTAD,04/04/19,31/03/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,VILLA DEL REAL II,30/04/19,29/04/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,VILLA FONTANA III,30/04/19,30/04/19,17:00,TIJUANA
ROBO CON VIOLENCIA ,OTROS ROBOS CON VIOLENCIA,RUBIO,30/04/19,28/04/19,17:00,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),SANCHEZ TABOADA,01/05/19,30/04/19,17:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,10 DE MAYO,01/05/19,01/05/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,INDUSTRIAL PACIFICO I,02/05/19,02/05/19,17:00,TIJUANA
ROBO CON VIOLENCIA,OTROS ROBOS CON VIOLENCIA,SANCHEZ TABOADA,03/05/19,01/05/19,17:00,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,CHIHUAHUA,04/05/19,03/05/19,17:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,EL NINO,05/05/19,04/05/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,SECCION JARDINES PLAYAS DE TIJUANA,12/04/19,10/04/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,SECCION JARDINES PLAYAS DE TIJUANA,25/04/19,17/04/19,17:00,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,PAREDES AZTECA,27/05/19,24/05/19,17:00,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),VISTA BELLA,08/05/19,08/05/19,17:00,TIJUANA
ROBO SIMPLE,OTROS ROBOS SIN VIOLENCIA,EL FLORIDO PRIMERA Y SEGUNDA SECCION,08/05/19,05/05/19,17:00,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),ZONA NORTE,09/05/19,09/05/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,SALVATIERRA,10/05/19,07/05/19,17:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,LOMAS TAURINAS,11/05/19,10/05/19,17:00,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),ZONA RIO,13/05/19,13/05/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,FORTIN DE LAS FLORES,19/05/19,18/05/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,JARDINES DEL RUBI,15/05/19,14/05/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EL PIPILA,21/05/19,18/05/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,PANAMERICANO,16/05/19,15/05/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,VILLA FLORESTA,17/05/19,15/05/19,17:00,TIJUANA
ROBO POR QUERELLA,OTROS ROBOS SIN VIOLENCIA,SOLER,16/04/19,12/01/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,AEROPUERTO ABELARDO L RODRIGUEZ,20/05/19,19/05/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EJIDO FRANCISCO VILLA,20/05/19,18/05/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,OTAY,09/05/19,08/05/19,17:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,PEDREGAL DE SANTA JULIA II,17/05/19,16/05/19,17:00,TIJUANA
ROBO SIMPLE,ROBO SIMPLE (EN VIA PUBLICA),OTAY JARDIN,23/05/19,23/05/19,17:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,URBIVILLA DEL PRADO 2,26/05/19,26/05/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,CARRETERA TIJUANA - ROSARITO,24/05/19,24/05/19,17:00,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,OBRERA II SECCION,22/04/19,21/04/19,17:00,TIJUANA
ROBO SIMPLE,OTROS ROBOS SIN VIOLENCIA,ZONA CENTRO,27/05/19,25/05/19,17:00,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),LOS PINOS,27/05/19,27/05/19,17:00,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),LIBERTAD PARTE ALTA ,30/05/19,30/05/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,BLVD GUSTAVO DIAZ ORDAZ,06/05/19,25/04/19,17:00,TIJUANA
ROBO CALIFICADO A LUGAR CERRADO,OTROS ROBOS SIN VIOLENCIA,ROBERTO DE LA MADRID,30/05/19,30/05/19,17:00,TIJUANA
ROBO CON VIOLENCIA,OTROS ROBOS CON VIOLENCIA,FRANCISCO VILLA,31/05/19,30/05/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,SOLER,01/06/19,23/05/19,17:00,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),EL DORADO RES,03/06/19,03/06/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,CARRETERA LIBRE,03/06/19,01/06/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,RIO TIJUANA TERCERA ETAPA,04/06/19,31/05/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,LOS OLIVOS,04/06/19,03/06/19,17:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,FRACC NATURA,04/06/19,04/06/19,17:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EL PIPILA,05/06/19,04/06/19,17:00,TIJUANA
